time_value,geo_type,geo_value,rsv_pct_positive,flu_pct_positive,sarscov2_pct_positive,Season
2023-09-09,province,sk,NA,NA,8.37,2023-2024
2023-09-09,province,yt,NA,NA,22.41,2023-2024
2023-09-09,region,atlantic,0.57,0,20.2,2023-2024
2023-09-09,region,bc,0.24,1.56,16.7,2023-2024
2023-09-09,region,on,0.88,0.4,15.46,2023-2024
2023-09-09,region,prairies,0.18,0.42,11.9,2023-2024
2023-09-09,region,qc,1.64,0.22,17.37,2023-2024
2023-09-09,region,territories,0,0,17.05,2023-2024
2023-09-02,province,sk,NA,NA,6.72,2023-2024
2023-09-02,province,mb,NA,NA,13.46,2023-2024
2023-09-02,province,nb,NA,NA,14.33,2023-2024
2023-09-02,province,nl,NA,NA,16.19,2023-2024
2023-09-02,province,ns,NA,NA,19.86,2023-2024
2023-09-02,province,nt,NA,NA,NA,2023-2024
2023-09-02,province,nu,NA,NA,3.64,2023-2024
2023-09-02,province,pe,NA,NA,11.93,2023-2024
2023-09-02,province,ab,NA,NA,10.76,2023-2024
2023-09-02,province,yt,NA,NA,17.91,2023-2024
2023-09-02,region,atlantic,0,0,16.92,2023-2024
2023-09-02,region,bc,0.32,2.46,18.03,2023-2024
2023-09-02,region,on,0.81,0.49,12.39,2023-2024
2023-09-02,region,prairies,0.2,0.57,10.59,2023-2024
2023-09-02,region,qc,1.14,0.39,16.3,2023-2024
2023-09-02,region,territories,1.19,2.38,11.48,2023-2024
2023-09-02,nation,ca,0.58,0.76,14.4,2023-2024
2025-08-23,region,territories,0,0,4.76,2024-2025
2025-08-23,province,pe,NA,NA,20,2024-2025
2025-08-23,nation,ca,0.2,0.43,7.3,2024-2025
2025-08-23,province,ab,NA,NA,5.59,2024-2025
2025-08-23,province,mb,NA,NA,7.3,2024-2025
2025-08-23,province,nb,NA,NA,6.09,2024-2025
2025-08-23,province,nl,NA,NA,3.27,2024-2025
2025-08-23,province,nt,NA,NA,0,2024-2025
2025-08-23,province,nu,NA,NA,3.33,2024-2025
2025-08-23,province,ns,NA,NA,7.41,2024-2025
2025-08-23,province,sk,NA,NA,7.16,2024-2025
2025-08-23,province,yt,NA,NA,10.71,2024-2025
2025-08-23,region,atlantic,0,0.39,6.3,2024-2025
2025-08-23,region,bc,0.56,1.12,10.24,2024-2025
2025-08-23,region,on,0.09,0.26,5.9,2024-2025
2025-08-23,region,prairies,0.13,0.38,6.08,2024-2025
2025-08-23,region,qc,0.19,0.24,8.56,2024-2025
2025-08-16,province,pe,NA,NA,12.5,2024-2025
2025-08-16,nation,ca,0.17,0.35,5.9,2024-2025
2025-08-16,province,ab,NA,NA,5.54,2024-2025
2025-08-16,province,mb,NA,NA,4.65,2024-2025
2025-08-16,province,nb,NA,NA,4.57,2024-2025
2025-08-16,province,ns,NA,NA,6.94,2024-2025
2025-08-16,province,nt,NA,NA,3.85,2024-2025
2025-08-16,province,nu,NA,NA,1.83,2024-2025
2025-08-16,province,nl,NA,NA,4.64,2024-2025
2025-08-16,province,sk,NA,NA,3.18,2024-2025
2025-08-16,province,yt,NA,NA,0,2024-2025
2025-08-16,region,atlantic,0,0.83,5.66,2024-2025
2025-08-16,region,bc,0.3,0.81,8.19,2024-2025
2025-08-16,region,on,0.15,0.23,5.4,2024-2025
2025-08-16,region,prairies,0.18,0.09,5.14,2024-2025
2025-08-16,region,qc,0.11,0.25,6.32,2024-2025
2025-08-16,region,territories,1.32,0,1.88,2024-2025
2025-08-09,nation,ca,0.11,0.33,5.4,2024-2025
2025-08-09,province,ab,NA,NA,5.4,2024-2025
2025-08-09,province,mb,NA,NA,2.12,2024-2025
2025-08-09,province,nb,NA,NA,3.41,2024-2025
2025-08-09,province,nl,NA,NA,3.14,2024-2025
2025-08-09,province,ns,NA,NA,6.04,2024-2025
2025-08-09,province,nt,NA,NA,5.71,2024-2025
2025-08-09,province,nu,NA,NA,0,2024-2025
2025-08-09,province,pe,NA,NA,5.56,2024-2025
2025-08-09,province,sk,NA,NA,5.03,2024-2025
2025-08-09,region,atlantic,0.1,0.2,4.53,2024-2025
2025-08-09,region,bc,0.26,0.99,7.28,2024-2025
2025-08-09,region,on,0.08,0.05,4.19,2024-2025
2025-08-09,region,prairies,0.04,0.17,4.96,2024-2025
2025-08-09,region,qc,0.12,0.33,6.68,2024-2025
2025-08-09,region,territories,0,0.56,1.66,2024-2025
2025-08-09,province,yt,NA,NA,5,2024-2025
2025-08-02,province,nb,NA,NA,1.2,2024-2025
2025-08-02,province,nt,NA,NA,4.35,2024-2025
2025-08-02,province,ns,NA,NA,3.71,2024-2025
2025-08-02,province,nl,NA,NA,1.67,2024-2025
2025-08-02,province,pe,NA,NA,15.38,2024-2025
2025-08-02,province,mb,NA,NA,4.2,2024-2025
2025-08-02,province,ab,NA,NA,5.23,2024-2025
2025-08-02,nation,ca,0.15,0.34,4.9,2024-2025
2025-08-02,province,nu,NA,NA,5.1,2024-2025
2025-08-02,region,on,0.05,0.19,3.8,2024-2025
2025-08-02,province,sk,NA,NA,3.34,2024-2025
2025-08-02,region,atlantic,0.09,0.09,2.59,2024-2025
2025-08-02,region,bc,0.38,0.84,8.57,2024-2025
2025-08-02,province,yt,NA,NA,6.06,2024-2025
2025-08-02,region,prairies,0.17,0.37,4.83,2024-2025
2025-08-02,region,qc,0.09,0.24,4.92,2024-2025
2025-08-02,region,territories,0.71,0,5.19,2024-2025
2025-07-26,province,nu,NA,NA,7.14,2024-2025
2025-07-26,nation,ca,0.2,0.45,3.98,2024-2025
2025-07-26,province,ab,NA,NA,3.85,2024-2025
2025-07-26,province,mb,NA,NA,1.79,2024-2025
2025-07-26,province,nb,NA,NA,1.7,2024-2025
2025-07-26,province,nl,NA,NA,0.96,2024-2025
2025-07-26,province,ns,NA,NA,1.36,2024-2025
2025-07-26,province,nt,NA,NA,0,2024-2025
2025-07-26,province,pe,NA,NA,0,2024-2025
2025-07-26,region,territories,5.23,0.65,5.49,2024-2025
2025-07-26,province,yt,NA,NA,0,2024-2025
2025-07-26,region,atlantic,0.09,0.09,1.4,2024-2025
2025-07-26,region,bc,0.12,1.18,8.65,2024-2025
2025-07-26,region,on,0.15,0.33,2.31,2024-2025
2025-07-26,region,prairies,0.21,0.52,3.48,2024-2025
2025-07-26,region,qc,0.09,0.13,4.5,2024-2025
2025-07-26,province,sk,NA,NA,3.08,2024-2025
2025-07-19,province,nb,NA,NA,2.88,2024-2025
2025-07-19,province,nt,NA,NA,0,2024-2025
2025-07-19,province,ns,NA,NA,2.13,2024-2025
2025-07-19,province,nl,NA,NA,1.74,2024-2025
2025-07-19,province,pe,NA,NA,0,2024-2025
2025-07-19,province,mb,NA,NA,2.15,2024-2025
2025-07-19,province,ab,NA,NA,3.93,2024-2025
2025-07-19,nation,ca,0.14,0.54,4.02,2024-2025
2025-07-19,province,nu,NA,NA,9.09,2024-2025
2025-07-19,region,territories,0,0,6.56,2024-2025
2025-07-19,province,sk,NA,NA,2.05,2024-2025
2025-07-19,province,yt,NA,NA,0,2024-2025
2025-07-19,region,atlantic,0.08,0.33,2.33,2024-2025
2025-07-19,region,bc,0.17,1.79,9.42,2024-2025
2025-07-19,region,on,0.19,0.12,2.53,2024-2025
2025-07-19,region,prairies,0.08,0.63,3.44,2024-2025
2025-07-19,region,qc,0.14,0.27,3.95,2024-2025
2025-07-12,province,pe,NA,NA,0,2024-2025
2025-07-12,nation,ca,0.21,0.59,3.68,2024-2025
2025-07-12,province,ab,NA,NA,3.66,2024-2025
2025-07-12,province,mb,NA,NA,4.05,2024-2025
2025-07-12,province,nb,NA,NA,1.15,2024-2025
2025-07-12,province,nl,NA,NA,0.43,2024-2025
2025-07-12,province,ns,NA,NA,1.99,2024-2025
2025-07-12,province,nt,NA,NA,0,2024-2025
2025-07-12,province,nu,NA,NA,8.33,2024-2025
2025-07-12,region,on,0.05,0.14,2.32,2024-2025
2025-07-12,province,sk,NA,NA,0.87,2024-2025
2025-07-12,region,atlantic,0.16,0.16,1.4,2024-2025
2025-07-12,region,bc,0.46,1.41,7.72,2024-2025
2025-07-12,province,yt,NA,NA,0,2024-2025
2025-07-12,region,prairies,0.19,0.56,3.31,2024-2025
2025-07-12,region,qc,0.14,0.7,4.06,2024-2025
2025-07-12,region,territories,4.5,0,5.93,2024-2025
2025-07-05,province,pe,NA,NA,0,2024-2025
2025-07-05,province,ab,NA,NA,3.19,2024-2025
2025-07-05,province,mb,NA,NA,1.46,2024-2025
2025-07-05,province,nb,NA,NA,2.08,2024-2025
2025-07-05,province,nl,NA,NA,2.65,2024-2025
2025-07-05,province,ns,NA,NA,1.71,2024-2025
2025-07-05,province,nt,NA,NA,0,2024-2025
2025-07-05,province,nu,NA,NA,7.69,2024-2025
2025-07-05,nation,ca,0.14,0.63,3.17,2024-2025
2025-07-05,province,sk,NA,NA,1.24,2024-2025
2025-07-05,region,prairies,0.15,0.43,2.69,2024-2025
2025-07-05,region,territories,3.73,0,5.26,2024-2025
2025-07-05,region,qc,0.03,0.5,3.49,2024-2025
2025-07-05,province,yt,NA,NA,0,2024-2025
2025-07-05,region,on,0.17,0.52,2.32,2024-2025
2025-07-05,region,bc,0.08,1.5,6.02,2024-2025
2025-07-05,region,atlantic,0.08,0.23,1.98,2024-2025
2025-06-28,province,pe,NA,NA,0,2024-2025
2025-06-28,province,ab,NA,NA,3.74,2024-2025
2025-06-28,province,mb,NA,NA,1.58,2024-2025
2025-06-28,province,nb,NA,NA,1.26,2024-2025
2025-06-28,province,nl,NA,NA,2.36,2024-2025
2025-06-28,province,ns,NA,NA,2.87,2024-2025
2025-06-28,province,nt,NA,NA,4.35,2024-2025
2025-06-28,province,nu,NA,NA,4.92,2024-2025
2025-06-28,nation,ca,0.21,0.71,3.48,2024-2025
2025-06-28,province,sk,NA,NA,1.19,2024-2025
2025-06-28,province,yt,NA,NA,7.69,2024-2025
2025-06-28,region,atlantic,0,0.3,2.16,2024-2025
2025-06-28,region,bc,0.18,2.01,7.95,2024-2025
2025-06-28,region,on,0.28,0.33,2.52,2024-2025
2025-06-28,region,prairies,0,0.65,3.11,2024-2025
2025-06-28,region,qc,0.05,0.44,2.78,2024-2025
2025-06-28,region,territories,8.19,0,5.43,2024-2025
2025-06-21,nation,ca,0.3,0.87,3.21,2024-2025
2025-06-21,province,ab,NA,NA,3.1,2024-2025
2025-06-21,province,mb,NA,NA,1.4,2024-2025
2025-06-21,province,nb,NA,NA,1.96,2024-2025
2025-06-21,province,nl,NA,NA,2.24,2024-2025
2025-06-21,province,ns,NA,NA,3.25,2024-2025
2025-06-21,province,nt,NA,NA,0,2024-2025
2025-06-21,province,nu,NA,NA,1.1,2024-2025
2025-06-21,province,pe,NA,NA,2.78,2024-2025
2025-06-21,province,sk,NA,NA,0.82,2024-2025
2025-06-21,region,atlantic,0.33,0.72,2.56,2024-2025
2025-06-21,region,bc,0.07,2.07,5.69,2024-2025
2025-06-21,region,on,0.43,0.26,2.57,2024-2025
2025-06-21,region,prairies,0.13,1.2,2.48,2024-2025
2025-06-21,region,qc,0.15,0.56,3.72,2024-2025
2025-06-21,region,territories,10.08,3.36,1.52,2024-2025
2025-06-21,province,yt,NA,NA,3.57,2024-2025
2025-06-14,province,pe,NA,NA,7.35,2024-2025
2025-06-14,province,ab,NA,NA,2.87,2024-2025
2025-06-14,province,mb,NA,NA,1.4,2024-2025
2025-06-14,province,nb,NA,NA,1.99,2024-2025
2025-06-14,province,nl,NA,NA,2.17,2024-2025
2025-06-14,province,ns,NA,NA,2.64,2024-2025
2025-06-14,province,nt,NA,NA,0,2024-2025
2025-06-14,province,nu,NA,NA,3.49,2024-2025
2025-06-14,nation,ca,0.29,0.98,2.8,2024-2025
2025-06-14,province,sk,NA,NA,1.22,2024-2025
2025-06-14,region,prairies,0.2,1.36,2.44,2024-2025
2025-06-14,region,territories,7.94,4.76,3.65,2024-2025
2025-06-14,region,qc,0.13,0.78,2.34,2024-2025
2025-06-14,province,yt,NA,NA,6.06,2024-2025
2025-06-14,region,on,0.39,0.39,1.94,2024-2025
2025-06-14,region,bc,0.15,2.02,6.54,2024-2025
2025-06-14,region,atlantic,0.29,0.69,2.48,2024-2025
2025-06-07,province,pe,NA,NA,1.05,2024-2025
2025-06-07,province,ab,NA,NA,2.49,2024-2025
2025-06-07,province,mb,NA,NA,3.79,2024-2025
2025-06-07,province,nb,NA,NA,2.9,2024-2025
2025-06-07,province,nl,NA,NA,6.36,2024-2025
2025-06-07,province,ns,NA,NA,4.5,2024-2025
2025-06-07,province,nt,NA,NA,3.45,2024-2025
2025-06-07,province,nu,NA,NA,2.2,2024-2025
2025-06-07,nation,ca,0.28,1.26,2.82,2024-2025
2025-06-07,province,sk,NA,NA,0.67,2024-2025
2025-06-07,province,yt,NA,NA,2.17,2024-2025
2025-06-07,region,atlantic,0.34,0.84,4.04,2024-2025
2025-06-07,region,bc,0.15,2.93,4.41,2024-2025
2025-06-07,region,on,0.26,0.83,2.34,2024-2025
2025-06-07,region,prairies,0.03,1.12,2.39,2024-2025
2025-06-07,region,qc,0.22,1.1,2.57,2024-2025
2025-06-07,region,territories,9.93,1.32,2.41,2024-2025
2025-05-31,province,pe,NA,NA,3.79,2024-2025
2025-05-31,nation,ca,0.28,1.68,2.88,2024-2025
2025-05-31,province,mb,NA,NA,3.65,2024-2025
2025-05-31,province,nb,NA,NA,2.89,2024-2025
2025-05-31,province,nl,NA,NA,2.62,2024-2025
2025-05-31,province,ns,NA,NA,3.67,2024-2025
2025-05-31,province,nt,NA,NA,5.26,2024-2025
2025-05-31,province,nu,NA,NA,5.56,2024-2025
2025-05-31,province,ab,NA,NA,2.14,2024-2025
2025-05-31,province,sk,NA,NA,1.75,2024-2025
2025-05-31,region,atlantic,0.67,1.43,3.21,2024-2025
2025-05-31,region,bc,0.32,2.65,5.82,2024-2025
2025-05-31,region,on,0.17,0.75,2.23,2024-2025
2025-05-31,region,prairies,0.29,2.19,2.3,2024-2025
2025-05-31,region,qc,0.12,1.63,2.65,2024-2025
2025-05-31,province,yt,NA,NA,1.85,2024-2025
2025-05-31,region,territories,2.65,3.97,4.29,2024-2025
2025-05-24,province,pe,NA,NA,1.5,2024-2025
2025-05-24,province,ab,NA,NA,1.9,2024-2025
2025-05-24,province,mb,NA,NA,1.8,2024-2025
2025-05-24,province,nb,NA,NA,3.98,2024-2025
2025-05-24,province,nl,NA,NA,4.8,2024-2025
2025-05-24,province,ns,NA,NA,2.57,2024-2025
2025-05-24,province,nt,NA,NA,0,2024-2025
2025-05-24,province,nu,NA,NA,4.92,2024-2025
2025-05-24,nation,ca,0.29,2.2,2.55,2024-2025
2025-05-24,province,sk,NA,NA,1.33,2024-2025
2025-05-24,region,prairies,0.25,2.99,1.79,2024-2025
2025-05-24,region,territories,0.86,9.48,2.46,2024-2025
2025-05-24,region,qc,0.27,1.92,2.59,2024-2025
2025-05-24,province,yt,NA,NA,0,2024-2025
2025-05-24,region,on,0.18,1.03,1.85,2024-2025
2025-05-24,region,bc,0.24,3.33,5.08,2024-2025
2025-05-24,region,atlantic,0.7,1.82,3.35,2024-2025
2025-05-17,province,pe,NA,NA,1.59,2024-2025
2025-05-17,province,ab,NA,NA,1.65,2024-2025
2025-05-17,province,mb,NA,NA,3.16,2024-2025
2025-05-17,province,nb,NA,NA,4.04,2024-2025
2025-05-17,province,nl,NA,NA,3.6,2024-2025
2025-05-17,province,ns,NA,NA,3.12,2024-2025
2025-05-17,province,nt,NA,NA,5.88,2024-2025
2025-05-17,province,nu,NA,NA,0.93,2024-2025
2025-05-17,nation,ca,0.47,3.29,2.46,2024-2025
2025-05-17,province,sk,NA,NA,0.95,2024-2025
2025-05-17,province,yt,NA,NA,2.17,2024-2025
2025-05-17,region,atlantic,0.45,4.32,3.47,2024-2025
2025-05-17,region,bc,0.59,3.3,3.97,2024-2025
2025-05-17,region,on,0.57,1.78,2,2024-2025
2025-05-17,region,prairies,0.25,4.03,1.68,2024-2025
2025-05-17,region,qc,0.5,3.47,2.7,2024-2025
2025-05-17,region,territories,2.86,1.71,2.14,2024-2025
2025-05-10,province,pe,NA,NA,4.38,2024-2025
2025-05-10,province,ab,NA,NA,1.76,2024-2025
2025-05-10,province,mb,NA,NA,1.79,2024-2025
2025-05-10,province,nb,NA,NA,5.12,2024-2025
2025-05-10,province,nl,NA,NA,2.9,2024-2025
2025-05-10,province,ns,NA,NA,5.03,2024-2025
2025-05-10,province,nt,NA,NA,2.13,2024-2025
2025-05-10,province,nu,NA,NA,2.9,2024-2025
2025-05-10,nation,ca,0.65,4.49,2.7,2024-2025
2025-05-10,province,sk,NA,NA,1.1,2024-2025
2025-05-10,region,prairies,0.38,5.56,1.65,2024-2025
2025-05-10,region,territories,1.95,5.37,2.62,2024-2025
2025-05-10,region,qc,0.76,4.64,2.68,2024-2025
2025-05-10,province,yt,NA,NA,2.27,2024-2025
2025-05-10,region,on,0.52,2.89,2.66,2024-2025
2025-05-10,region,bc,0.34,4.27,3.83,2024-2025
2025-05-10,region,atlantic,1.62,5.22,4.74,2024-2025
2025-05-03,province,pe,NA,NA,3.92,2024-2025
2025-05-03,province,ab,NA,NA,2.12,2024-2025
2025-05-03,province,mb,NA,NA,2.24,2024-2025
2025-05-03,province,nb,NA,NA,4.69,2024-2025
2025-05-03,province,nl,NA,NA,2.34,2024-2025
2025-05-03,province,ns,NA,NA,2.77,2024-2025
2025-05-03,province,nt,NA,NA,4.76,2024-2025
2025-05-03,province,nu,NA,NA,0,2024-2025
2025-05-03,nation,ca,0.96,6.27,2.79,2024-2025
2025-05-03,province,sk,NA,NA,1,2024-2025
2025-05-03,province,yt,NA,NA,3.23,2024-2025
2025-05-03,region,atlantic,1.28,8,3.46,2024-2025
2025-05-03,region,bc,1.34,5.47,4.26,2024-2025
2025-05-03,region,on,0.99,4.55,2.58,2024-2025
2025-05-03,region,prairies,0.61,7.49,1.94,2024-2025
2025-05-03,region,qc,0.83,6.26,3.07,2024-2025
2025-05-03,region,territories,5.95,5.95,1.55,2024-2025
2025-04-26,nation,ca,1.1,8.09,2.56,2024-2025
2025-04-26,province,ab,NA,NA,1.93,2024-2025
2025-04-26,province,mb,NA,NA,2.45,2024-2025
2025-04-26,province,nb,NA,NA,4.14,2024-2025
2025-04-26,province,nl,NA,NA,1.91,2024-2025
2025-04-26,province,ns,NA,NA,3.48,2024-2025
2025-04-26,province,nt,NA,NA,0,2024-2025
2025-04-26,province,nu,NA,NA,0,2024-2025
2025-04-26,province,pe,NA,NA,1.48,2024-2025
2025-04-26,province,sk,NA,NA,0.98,2024-2025
2025-04-26,province,yt,NA,NA,2.33,2024-2025
2025-04-26,region,atlantic,1.65,10.39,3.4,2024-2025
2025-04-26,region,bc,1.34,5.99,3.35,2024-2025
2025-04-26,region,on,1.07,5.63,2.29,2024-2025
2025-04-26,region,prairies,0.81,9.72,1.82,2024-2025
2025-04-26,region,qc,0.9,8.57,3,2024-2025
2025-04-26,region,territories,6.57,6.57,0.44,2024-2025
2025-04-19,nation,ca,1.41,9.57,2.2,2024-2025
2025-04-19,province,ab,NA,NA,1.54,2024-2025
2025-04-19,province,mb,NA,NA,1.03,2024-2025
2025-04-19,province,nb,NA,NA,4.07,2024-2025
2025-04-19,province,nl,NA,NA,0.72,2024-2025
2025-04-19,province,ns,NA,NA,3.68,2024-2025
2025-04-19,province,nt,NA,NA,0,2024-2025
2025-04-19,province,nu,NA,NA,0,2024-2025
2025-04-19,province,pe,NA,NA,2.43,2024-2025
2025-04-19,province,sk,NA,NA,1.08,2024-2025
2025-04-19,region,atlantic,2.77,11.46,3.39,2024-2025
2025-04-19,region,bc,1.91,5.56,2.38,2024-2025
2025-04-19,region,on,1.11,7.1,2.06,2024-2025
2025-04-19,region,prairies,0.85,10.84,1.38,2024-2025
2025-04-19,region,qc,1.13,10.98,2.7,2024-2025
2025-04-19,region,territories,11.54,13.74,0.51,2024-2025
2025-04-19,province,yt,NA,NA,2.94,2024-2025
2025-04-12,nation,ca,1.59,11.88,2.13,2024-2025
2025-04-12,province,nt,NA,NA,0,2024-2025
2025-04-12,province,ns,NA,NA,2.53,2024-2025
2025-04-12,province,nl,NA,NA,1.29,2024-2025
2025-04-12,province,pe,NA,NA,2.84,2024-2025
2025-04-12,province,nb,NA,NA,3.11,2024-2025
2025-04-12,province,mb,NA,NA,1.68,2024-2025
2025-04-12,province,ab,NA,NA,1.55,2024-2025
2025-04-12,province,nu,NA,NA,0,2024-2025
2025-04-12,region,on,1,7.64,2.21,2024-2025
2025-04-12,province,sk,NA,NA,0.47,2024-2025
2025-04-12,region,atlantic,3.28,15.34,2.55,2024-2025
2025-04-12,region,bc,2.59,7.07,2.06,2024-2025
2025-04-12,region,prairies,1.29,14.72,1.34,2024-2025
2025-04-12,region,qc,0.94,13.05,2.86,2024-2025
2025-04-12,region,territories,12.15,8.29,0.51,2024-2025
2025-04-12,province,yt,NA,NA,2.44,2024-2025
2025-04-05,province,pe,NA,NA,0.48,2024-2025
2025-04-05,province,ab,NA,NA,1.38,2024-2025
2025-04-05,province,mb,NA,NA,1.6,2024-2025
2025-04-05,province,nb,NA,NA,3.2,2024-2025
2025-04-05,province,nl,NA,NA,1.6,2024-2025
2025-04-05,province,ns,NA,NA,2.07,2024-2025
2025-04-05,province,nt,NA,NA,0,2024-2025
2025-04-05,province,nu,NA,NA,0,2024-2025
2025-04-05,nation,ca,1.88,13.39,2.04,2024-2025
2025-04-05,province,sk,NA,NA,0.2,2024-2025
2025-04-05,region,prairies,1.76,16.77,1.16,2024-2025
2025-04-05,region,territories,10.68,7.77,0.45,2024-2025
2025-04-05,region,qc,1.23,14.76,2.58,2024-2025
2025-04-05,province,yt,NA,NA,2.38,2024-2025
2025-04-05,region,on,1.09,7.31,2.59,2024-2025
2025-04-05,region,bc,3.15,9.61,1.96,2024-2025
2025-04-05,region,atlantic,3.03,17.56,2.29,2024-2025
2025-03-29,province,pe,NA,NA,2.01,2024-2025
2025-03-29,province,ab,NA,NA,1.03,2024-2025
2025-03-29,province,mb,NA,NA,1.33,2024-2025
2025-03-29,province,nb,NA,NA,2.62,2024-2025
2025-03-29,province,nl,NA,NA,1.3,2024-2025
2025-03-29,province,ns,NA,NA,2.05,2024-2025
2025-03-29,province,nt,NA,NA,4.88,2024-2025
2025-03-29,province,nu,NA,NA,0,2024-2025
2025-03-29,nation,ca,2.16,16.13,1.86,2024-2025
2025-03-29,province,sk,NA,NA,0.56,2024-2025
2025-03-29,province,yt,NA,NA,0,2024-2025
2025-03-29,region,atlantic,3.89,19.46,2.12,2024-2025
2025-03-29,region,bc,3.27,12.81,1.89,2024-2025
2025-03-29,region,on,1.29,10.58,2.26,2024-2025
2025-03-29,region,prairies,1.76,19.78,0.97,2024-2025
2025-03-29,region,qc,1.58,16.96,2.46,2024-2025
2025-03-29,region,territories,12.55,14.9,1.5,2024-2025
2025-03-22,province,pe,NA,NA,2.3,2024-2025
2025-03-22,province,ab,NA,NA,0.93,2024-2025
2025-03-22,province,mb,NA,NA,0.96,2024-2025
2025-03-22,province,nb,NA,NA,2.68,2024-2025
2025-03-22,nation,ca,2.63,18.68,1.85,2024-2025
2025-03-22,province,ns,NA,NA,2.04,2024-2025
2025-03-22,province,nt,NA,NA,0,2024-2025
2025-03-22,province,nu,NA,NA,0,2024-2025
2025-03-22,province,nl,NA,NA,1.67,2024-2025
2025-03-22,province,sk,NA,NA,0.78,2024-2025
2025-03-22,region,atlantic,4.83,25.89,2.2,2024-2025
2025-03-22,region,bc,3.82,15.56,1.43,2024-2025
2025-03-22,region,on,1.34,12.38,2.51,2024-2025
2025-03-22,region,prairies,2.34,19.98,0.9,2024-2025
2025-03-22,region,qc,1.69,20.1,2.47,2024-2025
2025-03-22,region,territories,19.79,23.32,0.69,2024-2025
2025-03-22,province,yt,NA,NA,5,2024-2025
2025-03-15,province,nu,NA,NA,0,2024-2025
2025-03-15,nation,ca,2.93,20.81,2.15,2024-2025
2025-03-15,province,ab,NA,NA,1.13,2024-2025
2025-03-15,province,mb,NA,NA,1.55,2024-2025
2025-03-15,province,nb,NA,NA,2.18,2024-2025
2025-03-15,province,nl,NA,NA,2.96,2024-2025
2025-03-15,province,ns,NA,NA,2.16,2024-2025
2025-03-15,province,nt,NA,NA,0,2024-2025
2025-03-15,province,pe,NA,NA,2.97,2024-2025
2025-03-15,region,territories,12.46,33.1,0.33,2024-2025
2025-03-15,province,yt,NA,NA,1.92,2024-2025
2025-03-15,region,atlantic,4.79,28.95,2.34,2024-2025
2025-03-15,region,bc,4.28,19.47,1.39,2024-2025
2025-03-15,region,on,1.43,13.29,3.1,2024-2025
2025-03-15,region,prairies,2.8,20.79,1.06,2024-2025
2025-03-15,region,qc,2.36,22.78,2.86,2024-2025
2025-03-15,province,sk,NA,NA,0.38,2024-2025
2025-03-08,nation,ca,3.31,23.87,2.46,2024-2025
2025-03-08,province,nt,NA,NA,0,2024-2025
2025-03-08,province,ns,NA,NA,2.63,2024-2025
2025-03-08,province,nl,NA,NA,2.54,2024-2025
2025-03-08,province,pe,NA,NA,5.77,2024-2025
2025-03-08,province,nb,NA,NA,1.98,2024-2025
2025-03-08,province,mb,NA,NA,0.84,2024-2025
2025-03-08,province,ab,NA,NA,1.1,2024-2025
2025-03-08,province,nu,NA,NA,1.02,2024-2025
2025-03-08,region,on,1.95,14.68,4.02,2024-2025
2025-03-08,province,sk,NA,NA,0.82,2024-2025
2025-03-08,region,atlantic,6.68,28.02,2.57,2024-2025
2025-03-08,region,bc,4.51,23.75,1.4,2024-2025
2025-03-08,region,prairies,3.03,23.22,0.99,2024-2025
2025-03-08,region,qc,2.17,28.4,3.18,2024-2025
2025-03-08,region,territories,13.3,33.8,0.53,2024-2025
2025-03-08,province,yt,NA,NA,0,2024-2025
2025-03-01,province,sk,NA,NA,0.97,2024-2025
2025-03-01,province,nb,NA,NA,2.71,2024-2025
2025-03-01,province,nl,NA,NA,4.59,2024-2025
2025-03-01,province,ns,NA,NA,4.43,2024-2025
2025-03-01,province,nt,NA,NA,1.89,2024-2025
2025-03-01,province,nu,NA,NA,0.57,2024-2025
2025-03-01,province,pe,NA,NA,1.36,2024-2025
2025-03-01,region,on,2.12,15.9,4.38,2024-2025
2025-03-01,province,yt,NA,NA,2.35,2024-2025
2025-03-01,region,atlantic,8,28.55,3.58,2024-2025
2025-03-01,region,bc,5.58,28.97,1.68,2024-2025
2025-03-01,region,prairies,4.11,23.73,1.38,2024-2025
2025-03-01,region,qc,2.37,30.01,3.31,2024-2025
2025-03-01,region,territories,12.71,35.05,1.28,2024-2025
2025-03-01,province,ab,NA,NA,1.58,2024-2025
2025-03-01,province,mb,NA,NA,1.26,2024-2025
2025-03-01,nation,ca,3.91,25.52,2.89,2024-2025
2025-02-22,province,ns,NA,NA,4.53,2024-2025
2025-02-22,province,pe,NA,NA,2.37,2024-2025
2025-02-22,region,territories,9.79,33.64,1.69,2024-2025
2025-02-22,nation,ca,4.46,27.62,3.47,2024-2025
2025-02-22,province,ab,NA,NA,1.58,2024-2025
2025-02-22,province,mb,NA,NA,1.42,2024-2025
2025-02-22,province,nb,NA,NA,3.54,2024-2025
2025-02-22,province,nl,NA,NA,5.57,2024-2025
2025-02-22,province,nt,NA,NA,2.33,2024-2025
2025-02-22,province,nu,NA,NA,2.09,2024-2025
2025-02-22,province,sk,NA,NA,1.19,2024-2025
2025-02-22,province,yt,NA,NA,0,2024-2025
2025-02-22,region,atlantic,9.55,25.91,4.15,2024-2025
2025-02-22,region,bc,6.06,34.15,1.84,2024-2025
2025-02-22,region,on,2.41,18.02,5.42,2024-2025
2025-02-22,region,prairies,4.83,23.54,1.47,2024-2025
2025-02-22,region,qc,2.72,33.09,4.19,2024-2025
2025-02-15,province,mb,NA,NA,1.74,2024-2025
